otorinolaringologi,['QQQ&#111;&#116;&#111;&#114;&#105;&#110;&#111;&#108;&#97;&#114;&#105;&#110;&#103;&#111;&#108;&#111;&#103;&#105;', 180000]
konglomerat,['<ruby>合<rt>QQQ&#107;&#111;&#110;&#103;&#108;&#111;&#109;&#101;&#114;&#97;&#116;</rt></ruby>', 110000]
konservativ,['<ruby>守<rt>QQQ&#107;&#111;&#110;&#115;&#101;&#114;&#118;&#97;&#116;&#105;&#118;</rt></ruby>', 110000]
kontrapunkt,['<ruby>对<rt>QQQ&#107;&#111;&#110;&#116;&#114;&#97;&#112;&#117;&#110;&#107;&#116;</rt></ruby>', 110000]
kontratenor,['QQQ&#107;&#111;&#110;&#116;&#114;&#97;&#116;&#101;&#110;&#111;&#114;', 110000]
kraniometri,['QQQ&#107;&#114;&#97;&#110;&#105;&#111;&#109;&#101;&#116;&#114;&#105;', 110000]
krasnojarsk,['QQQ&#107;&#114;&#97;&#115;&#110;&#111;&#106;&#97;&#114;&#115;&#107;', 110000]
lamelibrank,['QQQ&#108;&#97;&#109;&#101;&#108;&#105;&#98;&#114;&#97;&#110;&#107;', 110000]
leksikologi,['QQQ&#108;&#101;&#107;&#115;&#105;&#107;&#111;&#108;&#111;&#103;&#105;', 110000]
lepidodendr,['QQQ&#108;&#101;&#112;&#105;&#100;&#111;&#100;&#101;&#110;&#100;&#114;', 110000]
magnetometr,['QQQ&#109;&#97;&#103;&#110;&#101;&#116;&#111;&#109;&#101;&#116;&#114;', 110000]
manifestaci,['<ruby>示<rt>QQQ&#109;&#97;&#110;&#105;&#102;&#101;&#115;&#116;&#97;&#99;&#105;</rt></ruby>', 110000]
manipulator,['QQQ&#109;&#97;&#110;&#105;&#112;&#117;&#108;&#97;&#116;&#111;&#114;', 110000]
megalosauxr,['QQQ&#109;&#101;&#103;&#97;&#108;&#111;&#115;&#97;&#117;&#120;&#114;', 110000]
meklenburgi,['QQQ&#109;&#101;&#107;&#108;&#101;&#110;&#98;&#117;&#114;&#103;&#105;', 110000]
merkurokrom,['QQQ&#109;&#101;&#114;&#107;&#117;&#114;&#111;&#107;&#114;&#111;&#109;', 110000]
metempsikoz,['<ruby>生<rt>QQQ&#109;&#101;&#116;&#101;&#109;&#112;&#115;&#105;&#107;&#111;&#122;</rt></ruby>', 110000]
meteorologi,['<ruby>气<rt>QQQ&#109;&#101;&#116;&#101;&#111;&#114;&#111;&#108;&#111;&#103;&#105;</rt></ruby>', 110000]
mikelangxel,['QQQ&#109;&#105;&#107;&#101;&#108;&#97;&#110;&#103;&#120;&#101;&#108;', 110000]
mikrokredit,['QQQ&#109;&#105;&#107;&#114;&#111;&#107;&#114;&#101;&#100;&#105;&#116;', 110000]
mikrosivert,['QQQ&#109;&#105;&#107;&#114;&#111;&#115;&#105;&#118;&#101;&#114;&#116;', 110000]
mnemoteknik,['QQQ&#109;&#110;&#101;&#109;&#111;&#116;&#101;&#107;&#110;&#105;&#107;', 110000]
monokristal,['QQQ&#109;&#111;&#110;&#111;&#107;&#114;&#105;&#115;&#116;&#97;&#108;', 110000]
nacionalism,['QQQ&#110;&#97;&#99;&#105;&#111;&#110;&#97;&#108;&#105;&#115;&#109;', 110000]
neuxrasteni,['QQQ&#110;&#101;&#117;&#120;&#114;&#97;&#115;&#116;&#101;&#110;&#105;', 110000]
nitrobenzin,['QQQ&#110;&#105;&#116;&#114;&#111;&#98;&#101;&#110;&#122;&#105;&#110;', 110000]
nomenklatur,['QQQ&#110;&#111;&#109;&#101;&#110;&#107;&#108;&#97;&#116;&#117;&#114;', 110000]
novosibirsk,['QQQ&#110;&#111;&#118;&#111;&#115;&#105;&#98;&#105;&#114;&#115;&#107;', 110000]
observatori,['<ruby>站<rt>QQQ&#111;&#98;&#115;&#101;&#114;&#118;&#97;&#116;&#111;&#114;&#105;</rt></ruby>', 110000]
oceanografi,['QQQ&#111;&#99;&#101;&#97;&#110;&#111;&#103;&#114;&#97;&#102;&#105;', 110000]
oftalmologi,['QQQ&#111;&#102;&#116;&#97;&#108;&#109;&#111;&#108;&#111;&#103;&#105;', 110000]
orientalism,['QQQ&#111;&#114;&#105;&#101;&#110;&#116;&#97;&#108;&#105;&#115;&#109;', 110000]
orientalist,['QQQ&#111;&#114;&#105;&#101;&#110;&#116;&#97;&#108;&#105;&#115;&#116;', 110000]
orientologi,['QQQ&#111;&#114;&#105;&#101;&#110;&#116;&#111;&#108;&#111;&#103;&#105;', 110000]
paleontolog,['<ruby>古<rt>QQQ&#112;&#97;&#108;&#101;&#111;&#110;&#116;&#111;&#108;&#111;&#103;</rt></ruby>', 110000]
permanganat,['QQQ&#112;&#101;&#114;&#109;&#97;&#110;&#103;&#97;&#110;&#97;&#116;', 110000]
pleuxronekt,['<ruby>鱼<rt>QQQ&#112;&#108;&#101;&#117;&#120;&#114;&#111;&#110;&#101;&#107;&#116;</rt></ruby>', 110000]
poliomjelit,['QQQ&#112;&#111;&#108;&#105;&#111;&#109;&#106;&#101;&#108;&#105;&#116;', 110000]
prestidigit,['QQQ&#112;&#114;&#101;&#115;&#116;&#105;&#100;&#105;&#103;&#105;&#116;', 110000]
profilaktik,['QQQ&#112;&#114;&#111;&#102;&#105;&#108;&#97;&#107;&#116;&#105;&#107;', 110000]
protagonist,['<ruby>人<rt>QQQ&#112;&#114;&#111;&#116;&#97;&#103;&#111;&#110;&#105;&#115;&#116;</rt></ruby>', 110000]
protektorat,['<ruby>护<rt>QQQ&#112;&#114;&#111;&#116;&#101;&#107;&#116;&#111;&#114;&#97;&#116;</rt></ruby>', 110000]
protokanajl,['QQQ&#112;&#114;&#111;&#116;&#111;&#107;&#97;&#110;&#97;&#106;&#108;', 110000]
protuberanc,['QQQ&#112;&#114;&#111;&#116;&#117;&#98;&#101;&#114;&#97;&#110;&#99;', 110000]
racionalism,['<ruby>理<rt>QQQ&#114;&#97;&#99;&#105;&#111;&#110;&#97;&#108;&#105;&#115;&#109;</rt></ruby>', 110000]
racionalist,['<ruby>者<rt>QQQ&#114;&#97;&#99;&#105;&#111;&#110;&#97;&#108;&#105;&#115;&#116;</rt></ruby>', 110000]
radioterapi,['QQQ&#114;&#97;&#100;&#105;&#111;&#116;&#101;&#114;&#97;&#112;&#105;', 110000]
rektumoskop,['QQQ&#114;&#101;&#107;&#116;&#117;&#109;&#111;&#115;&#107;&#111;&#112;', 110000]
saskacxevan,['QQQ&#115;&#97;&#115;&#107;&#97;&#99;&#120;&#101;&#118;&#97;&#110;', 110000]
sauxrkrauxt,['QQQ&#115;&#97;&#117;&#120;&#114;&#107;&#114;&#97;&#117;&#120;&#116;', 110000]
sekvestraci,['QQQ&#115;&#101;&#107;&#118;&#101;&#115;&#116;&#114;&#97;&#99;&#105;', 110000]
sentimental,['<ruby>情<rt>QQQ&#115;&#101;&#110;&#116;&#105;&#109;&#101;&#110;&#116;&#97;&#108;</rt></ruby>', 110000]
spektrograf,['QQQ&#115;&#112;&#101;&#107;&#116;&#114;&#111;&#103;&#114;&#97;&#102;', 110000]
spektrogram,['QQQ&#115;&#112;&#101;&#107;&#116;&#114;&#111;&#103;&#114;&#97;&#109;', 110000]
spektrometr,['QQQ&#115;&#112;&#101;&#107;&#116;&#114;&#111;&#109;&#101;&#116;&#114;', 110000]
spektroskop,['QQQ&#115;&#112;&#101;&#107;&#116;&#114;&#111;&#115;&#107;&#111;&#112;', 110000]
stereografi,['QQQ&#115;&#116;&#101;&#114;&#101;&#111;&#103;&#114;&#97;&#102;&#105;', 110000]
stereometri,['QQQ&#115;&#116;&#101;&#114;&#101;&#111;&#109;&#101;&#116;&#114;&#105;', 110000]
stereoskopi,['QQQ&#115;&#116;&#101;&#114;&#101;&#111;&#115;&#107;&#111;&#112;&#105;', 110000]
superpozici,['QQQ&#115;&#117;&#112;&#101;&#114;&#112;&#111;&#122;&#105;&#99;&#105;', 110000]
tagxikistan,['QQQ&#116;&#97;&#103;&#120;&#105;&#107;&#105;&#115;&#116;&#97;&#110;', 110000]
telekomunik,['QQQ&#116;&#101;&#108;&#101;&#107;&#111;&#109;&#117;&#110;&#105;&#107;', 110000]
temperament,['<ruby>性<rt>QQQ&#116;&#101;&#109;&#112;&#101;&#114;&#97;&#109;&#101;&#110;&#116;</rt></ruby>', 110000]
terapeuxtik,['QQQ&#116;&#101;&#114;&#97;&#112;&#101;&#117;&#120;&#116;&#105;&#107;', 110000]
terminologi,['QQQ&#116;&#101;&#114;&#109;&#105;&#110;&#111;&#108;&#111;&#103;&#105;', 110000]
termoelektr,['QQQ&#116;&#101;&#114;&#109;&#111;&#101;&#108;&#101;&#107;&#116;&#114;', 110000]
termostatik,['QQQ&#116;&#101;&#114;&#109;&#111;&#115;&#116;&#97;&#116;&#105;&#107;', 110000]
tragikomedi,['<ruby>剧<rt>QQQ&#116;&#114;&#97;&#103;&#105;&#107;&#111;&#109;&#101;&#100;&#105;</rt></ruby>', 110000]
trahxeotomi,['QQQ&#116;&#114;&#97;&#104;&#120;&#101;&#111;&#116;&#111;&#109;&#105;', 110000]
transilvani,['QQQ&#116;&#114;&#97;&#110;&#115;&#105;&#108;&#118;&#97;&#110;&#105;', 110000]
transmutaci,['QQQ&#116;&#114;&#97;&#110;&#115;&#109;&#117;&#116;&#97;&#99;&#105;', 110000]
umbeliferac,['QQQ&#117;&#109;&#98;&#101;&#108;&#105;&#102;&#101;&#114;&#97;&#99;', 110000]
universitat,['<ruby>学<rt>QQQ&#117;&#110;&#105;&#118;&#101;&#114;&#115;&#105;&#116;&#97;&#116;</rt></ruby>', 110000]
vasxingtoni,['QQQ&#118;&#97;&#115;&#120;&#105;&#110;&#103;&#116;&#111;&#110;&#105;', 110000]
vathorometr,['QQQ&#118;&#97;&#116;&#104;&#111;&#114;&#111;&#109;&#101;&#116;&#114;', 110000]
viskozometr,['QQQ&#118;&#105;&#115;&#107;&#111;&#122;&#111;&#109;&#101;&#116;&#114;', 110000]
vladivostok,['QQQ&#118;&#108;&#97;&#100;&#105;&#118;&#111;&#115;&#116;&#111;&#107;', 110000]
zoogeografi,['QQQ&#122;&#111;&#111;&#103;&#101;&#111;&#103;&#114;&#97;&#102;&#105;', 110000]
abiturient,['<ruby>学<rt>QQQ&#97;&#98;&#105;&#116;&#117;&#114;&#105;&#101;&#110;&#116;</rt></ruby>', 100000]
afganistan,['QQQ&#97;&#102;&#103;&#97;&#110;&#105;&#115;&#116;&#97;&#110;', 100000]
agrikultur,['QQQ&#97;&#103;&#114;&#105;&#107;&#117;&#108;&#116;&#117;&#114;', 100000]
akumulator,['QQQ&#97;&#107;&#117;&#109;&#117;&#108;&#97;&#116;&#111;&#114;', 100000]
akupunktur,['QQQ&#97;&#107;&#117;&#112;&#117;&#110;&#107;&#116;&#117;&#114;', 100000]
albuminuri,['QQQ&#97;&#108;&#98;&#117;&#109;&#105;&#110;&#117;&#114;&#105;', 100000]
aleksandri,['QQQ&#97;&#108;&#101;&#107;&#115;&#97;&#110;&#100;&#114;&#105;', 100000]
alternativ,['<ruby>异<rt>QQQ&#97;&#108;&#116;&#101;&#114;&#110;&#97;&#116;&#105;&#118;</rt></ruby>', 100000]
alternator,['QQQ&#97;&#108;&#116;&#101;&#114;&#110;&#97;&#116;&#111;&#114;', 100000]
amendament,['QQQ&#97;&#109;&#101;&#110;&#100;&#97;&#109;&#101;&#110;&#116;', 100000]
anafilaksi,['QQQ&#97;&#110;&#97;&#102;&#105;&#108;&#97;&#107;&#115;&#105;', 100000]
anakronism,['<ruby>时<rt>QQQ&#97;&#110;&#97;&#107;&#114;&#111;&#110;&#105;&#115;&#109;</rt></ruby>', 100000]
anastigmat,['QQQ&#97;&#110;&#97;&#115;&#116;&#105;&#103;&#109;&#97;&#116;', 100000]
antagonism,['QQQ&#97;&#110;&#116;&#97;&#103;&#111;&#110;&#105;&#115;&#109;', 100000]
antagonist,['QQQ&#97;&#110;&#116;&#97;&#103;&#111;&#110;&#105;&#115;&#116;', 100000]
antibiotik,['QQQ&#97;&#110;&#116;&#105;&#98;&#105;&#111;&#116;&#105;&#107;', 100000]
anticiklon,['QQQ&#97;&#110;&#116;&#105;&#99;&#105;&#107;&#108;&#111;&#110;', 100000]
antiproton,['QQQ&#97;&#110;&#116;&#105;&#112;&#114;&#111;&#116;&#111;&#110;', 100000]
antitoksin,['QQQ&#97;&#110;&#116;&#105;&#116;&#111;&#107;&#115;&#105;&#110;', 100000]
antropolog,['<ruby>学<rt>QQQ&#97;&#110;&#116;&#114;&#111;&#112;&#111;&#108;&#111;&#103;</rt></ruby>', 100000]
apartament,['<ruby>房<rt>QQQ&#97;&#112;&#97;&#114;&#116;&#97;&#109;&#101;&#110;&#116;</rt></ruby>', 100000]
aposterior,['QQQ&#97;&#112;&#111;&#115;&#116;&#101;&#114;&#105;&#111;&#114;', 100000]
arhxeologi,['<ruby>文<rt>QQQ&#97;&#114;&#104;&#120;&#101;&#111;&#108;&#111;&#103;&#105;</rt></ruby>', 100000]
arhxipelag,['<ruby>岛<rt>QQQ&#97;&#114;&#104;&#120;&#105;&#112;&#101;&#108;&#97;&#103;</rt></ruby>', 100000]
aristokrat,['<ruby>贵<rt>QQQ&#97;&#114;&#105;&#115;&#116;&#111;&#107;&#114;&#97;&#116;</rt></ruby>', 100000]
aristoloki,['QQQ&#97;&#114;&#105;&#115;&#116;&#111;&#108;&#111;&#107;&#105;', 100000]
arkitektur,['<ruby>设<rt>QQQ&#97;&#114;&#107;&#105;&#116;&#101;&#107;&#116;&#117;&#114;</rt></ruby>', 100000]
astronauxt,['QQQ&#97;&#115;&#116;&#114;&#111;&#110;&#97;&#117;&#120;&#116;', 100000]
auxrignaci,['QQQ&#97;&#117;&#120;&#114;&#105;&#103;&#110;&#97;&#99;&#105;', 100000]
auxtografi,['QQQ&#97;&#117;&#120;&#116;&#111;&#103;&#114;&#97;&#102;&#105;', 100000]
auxtokrati,['<ruby>权<rt>QQQ&#97;&#117;&#120;&#116;&#111;&#107;&#114;&#97;&#116;&#105;</rt></ruby>', 100000]
auxtomobil,['<ruby>车<rt>QQQ&#97;&#117;&#120;&#116;&#111;&#109;&#111;&#98;&#105;&#108;</rt></ruby>', 100000]
auxtoritat,['<ruby>权<rt>QQQ&#97;&#117;&#120;&#116;&#111;&#114;&#105;&#116;&#97;&#116;</rt></ruby>', 100000]
bagavadgit,['QQQ&#98;&#97;&#103;&#97;&#118;&#97;&#100;&#103;&#105;&#116;', 100000]
bangladesx,['QQQ&#98;&#97;&#110;&#103;&#108;&#97;&#100;&#101;&#115;&#120;', 100000]
benediktan,['QQQ&#98;&#101;&#110;&#101;&#100;&#105;&#107;&#116;&#97;&#110;', 100000]
berberisac,['QQQ&#98;&#101;&#114;&#98;&#101;&#114;&#105;&#115;&#97;&#99;', 100000]
bibliofili,['QQQ&#98;&#105;&#98;&#108;&#105;&#111;&#102;&#105;&#108;&#105;', 100000]
bibliograf,['<ruby>理<rt>QQQ&#98;&#105;&#98;&#108;&#105;&#111;&#103;&#114;&#97;&#102;</rt></ruby>', 100000]
bikarbonat,['QQQ&#98;&#105;&#107;&#97;&#114;&#98;&#111;&#110;&#97;&#116;', 100000]
bimetalism,['QQQ&#98;&#105;&#109;&#101;&#116;&#97;&#108;&#105;&#115;&#109;', 100000]
biontologi,['QQQ&#98;&#105;&#111;&#110;&#116;&#111;&#108;&#111;&#103;&#105;', 100000]
bolsxevism,['QQQ&#98;&#111;&#108;&#115;&#120;&#101;&#118;&#105;&#115;&#109;', 100000]
bolsxevist,['QQQ&#98;&#111;&#108;&#115;&#120;&#101;&#118;&#105;&#115;&#116;', 100000]
brakicefal,['QQQ&#98;&#114;&#97;&#107;&#105;&#99;&#101;&#102;&#97;&#108;', 100000]
brigxtauxn,['QQQ&#98;&#114;&#105;&#103;&#120;&#116;&#97;&#117;&#120;&#110;', 100000]
centezimal,['QQQ&#99;&#101;&#110;&#116;&#101;&#122;&#105;&#109;&#97;&#108;', 100000]
cibernetik,['QQQ&#99;&#105;&#98;&#101;&#114;&#110;&#101;&#116;&#105;&#107;', 100000]
civilizaci,['<ruby>示<rt>QQQ&#99;&#105;&#118;&#105;&#108;&#105;&#122;&#97;&#99;&#105;</rt></ruby>', 100000]
cxauxdefon,['QQQ&#99;&#120;&#97;&#117;&#120;&#100;&#101;&#102;&#111;&#110;', 100000]
cxomolungm,['QQQ&#99;&#120;&#111;&#109;&#111;&#108;&#117;&#110;&#103;&#109;', 100000]
cxongcxing,['QQQ&#99;&#120;&#111;&#110;&#103;&#99;&#120;&#105;&#110;&#103;', 100000]
denominaci,['QQQ&#100;&#101;&#110;&#111;&#109;&#105;&#110;&#97;&#99;&#105;', 100000]
dermatolog,['QQQ&#100;&#101;&#114;&#109;&#97;&#116;&#111;&#108;&#111;&#103;', 100000]
diapozitiv,['QQQ&#100;&#105;&#97;&#112;&#111;&#122;&#105;&#116;&#105;&#118;', 100000]
dielektrik,['QQQ&#100;&#105;&#101;&#108;&#101;&#107;&#116;&#114;&#105;&#107;', 100000]
dinamometr,['<ruby>测<rt>QQQ&#100;&#105;&#110;&#97;&#109;&#111;&#109;&#101;&#116;&#114;</rt></ruby>', 100000]
direkteron,['QQQ&#100;&#105;&#114;&#101;&#107;&#116;&#101;&#114;&#111;&#110;', 100000]
dispensari,['QQQ&#100;&#105;&#115;&#112;&#101;&#110;&#115;&#97;&#114;&#105;', 100000]
divergxenc,['QQQ&#100;&#105;&#118;&#101;&#114;&#103;&#120;&#101;&#110;&#99;', 100000]
dramaturgi,['QQQ&#100;&#114;&#97;&#109;&#97;&#116;&#117;&#114;&#103;&#105;', 100000]
ekscentrik,['QQQ&#101;&#107;&#115;&#99;&#101;&#110;&#116;&#114;&#105;&#107;', 100000]
ekscitator,['QQQ&#101;&#107;&#115;&#99;&#105;&#116;&#97;&#116;&#111;&#114;', 100000]
ekskomunik,['<ruby>除<rt>QQQ&#101;&#107;&#115;&#107;&#111;&#109;&#117;&#110;&#105;&#107;</rt></ruby>', 100000]
ekskoriaci,['QQQ&#101;&#107;&#115;&#107;&#111;&#114;&#105;&#97;&#99;&#105;', 100000]
ekskrement,['<ruby>物<rt>QQQ&#101;&#107;&#115;&#107;&#114;&#101;&#109;&#101;&#110;&#116;</rt></ruby>', 100000]
ekstradici,['QQQ&#101;&#107;&#115;&#116;&#114;&#97;&#100;&#105;&#99;&#105;', 100000]
ekvatorial,['QQQ&#101;&#107;&#118;&#97;&#116;&#111;&#114;&#105;&#97;&#108;', 100000]
ekvipolent,['QQQ&#101;&#107;&#118;&#105;&#112;&#111;&#108;&#101;&#110;&#116;', 100000]
ekvivalent,['QQQ&#101;&#107;&#118;&#105;&#118;&#97;&#108;&#101;&#110;&#116;', 100000]
ekzekvatur,['QQQ&#101;&#107;&#122;&#101;&#107;&#118;&#97;&#116;&#117;&#114;', 100000]
elefantiaz,['QQQ&#101;&#108;&#101;&#102;&#97;&#110;&#116;&#105;&#97;&#122;', 100000]
elektrofor,['QQQ&#101;&#108;&#101;&#107;&#116;&#114;&#111;&#102;&#111;&#114;', 100000]
elektrolit,['QQQ&#101;&#108;&#101;&#107;&#116;&#114;&#111;&#108;&#105;&#116;', 100000]
elektroliz,['QQQ&#101;&#108;&#101;&#107;&#116;&#114;&#111;&#108;&#105;&#122;', 100000]
elektronik,['<ruby>技<rt>QQQ&#101;&#108;&#101;&#107;&#116;&#114;&#111;&#110;&#105;&#107;</rt></ruby>', 100000]
elektrotip,['QQQ&#101;&#108;&#101;&#107;&#116;&#114;&#111;&#116;&#105;&#112;', 100000]
embriogeni,['QQQ&#101;&#109;&#98;&#114;&#105;&#111;&#103;&#101;&#110;&#105;', 100000]
embriologi,['QQQ&#101;&#109;&#98;&#114;&#105;&#111;&#108;&#111;&#103;&#105;', 100000]
endokardit,['QQQ&#101;&#110;&#100;&#111;&#107;&#97;&#114;&#100;&#105;&#116;', 100000]
endometrit,['QQQ&#101;&#110;&#100;&#111;&#109;&#101;&#116;&#114;&#105;&#116;', 100000]
entomologi,['<ruby>虫<rt>QQQ&#101;&#110;&#116;&#111;&#109;&#111;&#108;&#111;&#103;&#105;</rt></ruby>', 100000]
epicikloid,['QQQ&#101;&#112;&#105;&#99;&#105;&#107;&#108;&#111;&#105;&#100;', 100000]
espanjolet,['QQQ&#101;&#115;&#112;&#97;&#110;&#106;&#111;&#108;&#101;&#116;', 100000]
euxdiometr,['QQQ&#101;&#117;&#120;&#100;&#105;&#111;&#109;&#101;&#116;&#114;', 100000]
euxforbiac,['QQQ&#101;&#117;&#120;&#102;&#111;&#114;&#98;&#105;&#97;&#99;', 100000]
euxkaristi,['<ruby>敬<rt>QQQ&#101;&#117;&#120;&#107;&#97;&#114;&#105;&#115;&#116;&#105;</rt></ruby>', 100000]
farmakolog,['QQQ&#102;&#97;&#114;&#109;&#97;&#107;&#111;&#108;&#111;&#103;', 100000]
fatamorgan,['QQQ&#102;&#97;&#116;&#97;&#109;&#111;&#114;&#103;&#97;&#110;', 100000]
fenikopter,['QQQ&#102;&#101;&#110;&#105;&#107;&#111;&#112;&#116;&#101;&#114;', 100000]
feromagnet,['QQQ&#102;&#101;&#114;&#111;&#109;&#97;&#103;&#110;&#101;&#116;', 100000]
filantropi,['<ruby>善<rt>QQQ&#102;&#105;&#108;&#97;&#110;&#116;&#114;&#111;&#112;&#105;</rt></ruby>', 100000]
filharmoni,['QQQ&#102;&#105;&#108;&#104;&#97;&#114;&#109;&#111;&#110;&#105;', 100000]
fitoterapi,['QQQ&#102;&#105;&#116;&#111;&#116;&#101;&#114;&#97;&#112;&#105;', 100000]
fiziografi,['QQQ&#102;&#105;&#122;&#105;&#111;&#103;&#114;&#97;&#102;&#105;', 100000]
fomalhauxt,['QQQ&#102;&#111;&#109;&#97;&#108;&#104;&#97;&#117;&#120;&#116;', 100000]
fotogravur,['QQQ&#102;&#111;&#116;&#111;&#103;&#114;&#97;&#118;&#117;&#114;', 100000]
fotosintez,['QQQ&#102;&#111;&#116;&#111;&#115;&#105;&#110;&#116;&#101;&#122;', 100000]
franciskan,['QQQ&#102;&#114;&#97;&#110;&#99;&#105;&#115;&#107;&#97;&#110;', 100000]
frontispic,['QQQ&#102;&#114;&#111;&#110;&#116;&#105;&#115;&#112;&#105;&#99;', 100000]
galeopitek,['QQQ&#103;&#97;&#108;&#101;&#111;&#112;&#105;&#116;&#101;&#107;', 100000]
gasteroste,['QQQ&#103;&#97;&#115;&#116;&#101;&#114;&#111;&#115;&#116;&#101;', 100000]
gastronomi,['QQQ&#103;&#97;&#115;&#116;&#114;&#111;&#110;&#111;&#109;&#105;', 100000]
gastroskop,['QQQ&#103;&#97;&#115;&#116;&#114;&#111;&#115;&#107;&#111;&#112;', 100000]
gastrotomi,['QQQ&#103;&#97;&#115;&#116;&#114;&#111;&#116;&#111;&#109;&#105;', 100000]
georgtauxn,['QQQ&#103;&#101;&#111;&#114;&#103;&#116;&#97;&#117;&#120;&#110;', 100000]
gimnosperm,['QQQ&#103;&#105;&#109;&#110;&#111;&#115;&#112;&#101;&#114;&#109;', 100000]
ginekologi,['QQQ&#103;&#105;&#110;&#101;&#107;&#111;&#108;&#111;&#103;&#105;', 100000]
glauxkonit,['QQQ&#103;&#108;&#97;&#117;&#120;&#107;&#111;&#110;&#105;&#116;', 100000]
gliptodont,['QQQ&#103;&#108;&#105;&#112;&#116;&#111;&#100;&#111;&#110;&#116;', 100000]
grafospasm,['QQQ&#103;&#114;&#97;&#102;&#111;&#115;&#112;&#97;&#115;&#109;', 100000]
gubernator,['QQQ&#103;&#117;&#98;&#101;&#114;&#110;&#97;&#116;&#111;&#114;', 100000]
guxangdong,['QQQ&#103;&#117;&#120;&#97;&#110;&#103;&#100;&#111;&#110;&#103;', 100000]
guxangsxji,['QQQ&#103;&#117;&#120;&#97;&#110;&#103;&#115;&#120;&#106;&#105;', 100000]
gxenggxoux,['QQQ&#103;&#120;&#101;&#110;&#103;&#103;&#120;&#111;&#117;&#120;', 100000]
gxentleman,['QQQ&#103;&#120;&#101;&#110;&#116;&#108;&#101;&#109;&#97;&#110;', 100000]
gxibraltar,['QQQ&#103;&#120;&#105;&#98;&#114;&#97;&#108;&#116;&#97;&#114;', 100000]
gxjangsxji,['QQQ&#103;&#120;&#106;&#97;&#110;&#103;&#115;&#120;&#106;&#105;', 100000]
hajdelberg,['QQQ&#104;&#97;&#106;&#100;&#101;&#108;&#98;&#101;&#114;&#103;', 100000]
halucinaci,['QQQ&#104;&#97;&#108;&#117;&#99;&#105;&#110;&#97;&#99;&#105;', 100000]
hejdelberg,['QQQ&#104;&#101;&#106;&#100;&#101;&#108;&#98;&#101;&#114;&#103;', 100000]
helikopter,['<ruby>直<rt>QQQ&#104;&#101;&#108;&#105;&#107;&#111;&#112;&#116;&#101;&#114;</rt></ruby>', 100000]
hemoglobin,['QQQ&#104;&#101;&#109;&#111;&#103;&#108;&#111;&#98;&#105;&#110;', 100000]
hercegovin,['QQQ&#104;&#101;&#114;&#99;&#101;&#103;&#111;&#118;&#105;&#110;', 100000]
hidrauxlik,['QQQ&#104;&#105;&#100;&#114;&#97;&#117;&#120;&#108;&#105;&#107;', 100000]
hidrocefal,['QQQ&#104;&#105;&#100;&#114;&#111;&#99;&#101;&#102;&#97;&#108;', 100000]
hidrometri,['QQQ&#104;&#105;&#100;&#114;&#111;&#109;&#101;&#116;&#114;&#105;', 100000]
himenopter,['QQQ&#104;&#105;&#109;&#101;&#110;&#111;&#112;&#116;&#101;&#114;', 100000]
hipertensi,['QQQ&#104;&#105;&#112;&#101;&#114;&#116;&#101;&#110;&#115;&#105;', 100000]
hipertrofi,['<ruby>大<rt>QQQ&#104;&#105;&#112;&#101;&#114;&#116;&#114;&#111;&#102;&#105;</rt></ruby>', 100000]
hipokondri,['QQQ&#104;&#105;&#112;&#111;&#107;&#111;&#110;&#100;&#114;&#105;', 100000]
hipsometri,['QQQ&#104;&#105;&#112;&#115;&#111;&#109;&#101;&#116;&#114;&#105;', 100000]
holokauxst,['QQQ&#104;&#111;&#108;&#111;&#107;&#97;&#117;&#120;&#115;&#116;', 100000]
horizontal,['<ruby>平<rt>QQQ&#104;&#111;&#114;&#105;&#122;&#111;&#110;&#116;&#97;&#108;</rt></ruby>', 100000]
hxabarovsk,['QQQ&#104;&#120;&#97;&#98;&#97;&#114;&#111;&#118;&#115;&#107;', 100000]
igvanodont,['QQQ&#105;&#103;&#118;&#97;&#110;&#111;&#100;&#111;&#110;&#116;', 100000]
iktiosauxr,['QQQ&#105;&#107;&#116;&#105;&#111;&#115;&#97;&#117;&#120;&#114;', 100000]
indiferent,['<ruby>不<rt>QQQ&#105;&#110;&#100;&#105;&#102;&#101;&#114;&#101;&#110;&#116;</rt></ruby>', 100000]
ingredienc,['<ruby>料<rt>QQQ&#105;&#110;&#103;&#114;&#101;&#100;&#105;&#101;&#110;&#99;</rt></ruby>', 100000]
inkvizitor,['<ruby>员<rt>QQQ&#105;&#110;&#107;&#118;&#105;&#122;&#105;&#116;&#111;&#114;</rt></ruby>', 100000]
insekticid,['QQQ&#105;&#110;&#115;&#101;&#107;&#116;&#105;&#99;&#105;&#100;', 100000]
instrument,['<ruby>器<rt>QQQ&#105;&#110;&#115;&#116;&#114;&#117;&#109;&#101;&#110;&#116;</rt></ruby>', 100000]
inteligent,['<ruby>智<rt>QQQ&#105;&#110;&#116;&#101;&#108;&#105;&#103;&#101;&#110;&#116;</rt></ruby>', 100000]
interferon,['QQQ&#105;&#110;&#116;&#101;&#114;&#102;&#101;&#114;&#111;&#110;', 100000]
interjekci,['<ruby>词<rt>QQQ&#105;&#110;&#116;&#101;&#114;&#106;&#101;&#107;&#99;&#105;</rt></ruby>', 100000]
internauxt,['QQQ&#105;&#110;&#116;&#101;&#114;&#110;&#97;&#117;&#120;&#116;', 100000]
